date,item,count,sales_cat,semester,menu_condition
24-Mar,Bowl Ramen Tofu,13,Asian,Spring 2025,Control
24-Mar,1 Wok Entree,8,Asian,Spring 2025,Control
24-Mar,Side Vegetarian Lo Mein,9,Asian,Spring 2025,Control
24-Mar,Side White or Brown Rice,8,Asian,Spring 2025,Control
24-Mar,Side Vegetable Spring Rolls,2,Asian,Spring 2025,Control
24-Mar,Create Your Pasta Bowl MEAT,87,Italian,Spring 2025,Control
24-Mar,Pizza with Toppings,36,Italian,Spring 2025,Control
24-Mar,Create Your Pasta Bowl VEG,21,Italian,Spring 2025,Control
24-Mar,Pizza Cheese,16,Italian,Spring 2025,Control
24-Mar,Add Extra Meat,24,Italian,Spring 2025,Control
24-Mar,Burrito Breakfast,93,Breakfast,Spring 2025,Control
24-Mar,Small French Omelet,51,Breakfast,Spring 2025,Control
24-Mar,Grand Slam Breakfast,10,Breakfast,Spring 2025,Control
24-Mar,Add Bacon,19,Breakfast,Spring 2025,Control
24-Mar,Two Eggs,10,Breakfast,Spring 2025,Control
24-Mar,Trillium Home Fries,6,Breakfast,Spring 2025,Control
24-Mar,Pancake Single,3,Breakfast,Spring 2025,Control
24-Mar,2 Slices Toast,2,Breakfast,Spring 2025,Control
24-Mar,PC Jelly,2,Breakfast,Spring 2025,Control
24-Mar,Toast,1,Breakfast,Spring 2025,Control
24-Mar,Burrito Bowl BYO,104,Mexican,Spring 2025,Control
24-Mar,Single Taco,2,Mexican,Spring 2025,Control
24-Mar,Side Guacamole,3,Mexican,Spring 2025,Control
24-Mar,Side Sour Cream,4,Mexican,Spring 2025,Control
24-Mar,Side Salsa,1,Mexican,Spring 2025,Control
24-Mar,Salad by the Pound,57,Salad Bar,Spring 2025,Control
24-Mar,Add Extra Protein $3.99,1,Salad Bar,Spring 2025,Control
24-Mar,Soup 12 oz,44,Soup,Spring 2025,Control
24-Mar,8 oz Soup,46,Soup,Spring 2025,Control
24-Mar,LTO Spicy Chicken Sandwich,26,Grab N Go,Spring 2025,Control
24-Mar,Egg Cheese Bacon Breakfast Sandwich,23,Grab N Go,Spring 2025,Control
24-Mar,Egg Cheese Sausage Breakfast Sandwich,21,Grab N Go,Spring 2025,Control
25-Mar,Quesadilla Deluxe Trillium,185,Grill,Spring 2025,Control
25-Mar,Grilled Hamburger,122,Grill,Spring 2025,Control
25-Mar,Fried Chicken Tenders,107,Grill,Spring 2025,Control
25-Mar,Burrito Una Mano Trillium BYO,68,Grill,Spring 2025,Control
25-Mar,French Fries,135,Grill,Spring 2025,Control
25-Mar,Quesadilla Cheese,18,Grill,Spring 2025,Control
25-Mar,Grilled Chicken Breast Sandwich,15,Grill,Spring 2025,Control
25-Mar,Sweet Potato Fries,31,Grill,Spring 2025,Control
25-Mar,Seared Salmon Burger,8,Grill,Spring 2025,Control
25-Mar,Trillium Grill Impossible Burger,6,Grill,Spring 2025,Control
25-Mar,Black Bean Burger,5,Grill,Spring 2025,Control
25-Mar,ADD Beef Patty,9,Grill,Spring 2025,Control
25-Mar,Side Potato Tots,9,Grill,Spring 2025,Control
25-Mar,ADD Chicken Breast,2,Grill,Spring 2025,Control
25-Mar,Add Egg $.99,7,Grill,Spring 2025,Control
25-Mar,Add Sausage 2 Patty,3,Grill,Spring 2025,Control
25-Mar,1 Entree + 1 Side,199,Asian,Spring 2025,Control
25-Mar,Bowl Ramen Chicken,85,Asian,Spring 2025,Control
25-Mar,1 Entree + 2 Side,74,Asian,Spring 2025,Control
25-Mar,2 Entrees + 2 Sides,38,Asian,Spring 2025,Control
25-Mar,Bowl Ramen Tofu,19,Asian,Spring 2025,Control
25-Mar,Side Vegetarian Lo Mein,10,Asian,Spring 2025,Control
25-Mar,Side White or Brown Rice,8,Asian,Spring 2025,Control
25-Mar,Side Fried Spring Roll,4,Asian,Spring 2025,Control
25-Mar,1 Wok Entree,2,Asian,Spring 2025,Control
25-Mar,Side Vegetable Spring Rolls,3,Asian,Spring 2025,Control
25-Mar,Bowl Ramen Pork,1,Asian,Spring 2025,Control
25-Mar,Side Vegetables,1,Asian,Spring 2025,Control
25-Mar,Side Vegetarian Fried Rice with,1,Asian,Spring 2025,Control
25-Mar,Burrito Breakfast,101,Breakfast,Spring 2025,Control
25-Mar,Small French Omelet,59,Breakfast,Spring 2025,Control
25-Mar,Grand Slam Breakfast,13,Breakfast,Spring 2025,Control
25-Mar,Add Bacon,37,Breakfast,Spring 2025,Control
25-Mar,Two Eggs,14,Breakfast,Spring 2025,Control
25-Mar,Trillium Home Fries,2,Breakfast,Spring 2025,Control
25-Mar,Pancake Single,2,Breakfast,Spring 2025,Control
25-Mar,2 Slices Toast,2,Breakfast,Spring 2025,Control
25-Mar,PC Peanut Butter,2,Breakfast,Spring 2025,Control
25-Mar,PC Jelly,1,Breakfast,Spring 2025,Control
25-Mar,Create Your Pasta Bowl MEAT,94,Italian,Spring 2025,Control
25-Mar,Create Your Pasta Bowl VEG,24,Italian,Spring 2025,Control
25-Mar,Pizza with Toppings,25,Italian,Spring 2025,Control
25-Mar,Pizza Cheese,21,Italian,Spring 2025,Control
25-Mar,Add Extra Meat,21,Italian,Spring 2025,Control
25-Mar,Side Bread Pasta Station,3,Italian,Spring 2025,Control
25-Mar,Burrito Bowl BYO,121,Mexican,Spring 2025,Control
25-Mar,Single Taco,10,Mexican,Spring 2025,Control
25-Mar,Side Guacamole,3,Mexican,Spring 2025,Control
25-Mar,Side Salsa,2,Mexican,Spring 2025,Control
25-Mar,Side Sour Cream,2,Mexican,Spring 2025,Control
25-Mar,Add Extra Toppings Una Mano,1,Mexican,Spring 2025,Control
25-Mar,LTO Spicy Chicken Sandwich,27,Grab N Go,Spring 2025,Control
25-Mar,LTO Meatball Sub,16,Grab N Go,Spring 2025,Control
25-Mar,Egg Cheese Sausage Breakfast Sandwich,22,Grab N Go,Spring 2025,Control
25-Mar,Egg Cheese Bacon Breakfast Sandwich,21,Grab N Go,Spring 2025,Control
25-Mar,Salad by the Pound,46,Salad Bar,Spring 2025,Control
25-Mar,Add Extra Protein $3.99,1,Salad Bar,Spring 2025,Control
25-Mar,Soup 12 oz,47,Soup,Spring 2025,Control
25-Mar,8 oz Soup,43,Soup,Spring 2025,Control
26-Mar,Quesadilla Deluxe Trillium,181,Grill,Spring 2025,Control
26-Mar,Grilled Hamburger,108,Grill,Spring 2025,Control
26-Mar,Fried Chicken Tenders,72,Grill,Spring 2025,Control
26-Mar,Burrito Una Mano Trillium BYO,56,Grill,Spring 2025,Control
26-Mar,French Fries,119,Grill,Spring 2025,Control
26-Mar,Grilled Chicken Breast Sandwich,19,Grill,Spring 2025,Control
26-Mar,Quesadilla Cheese,14,Grill,Spring 2025,Control
26-Mar,Sweet Potato Fries,36,Grill,Spring 2025,Control
26-Mar,Black Bean Burger,7,Grill,Spring 2025,Control
26-Mar,Trillium Grill Impossible Burger,5,Grill,Spring 2025,Control
26-Mar,Seared Salmon Burger,6,Grill,Spring 2025,Control
26-Mar,ADD Beef Patty,12,Grill,Spring 2025,Control
26-Mar,Side Potato Tots,10,Grill,Spring 2025,Control
26-Mar,ADD Chicken Breast,3,Grill,Spring 2025,Control
26-Mar,Add Egg $.99,9,Grill,Spring 2025,Control
26-Mar,Add Sausage 2 Patty,3,Grill,Spring 2025,Control
26-Mar,ADD Cheese,2,Grill,Spring 2025,Control
26-Mar,1 Entree + 1 Side,167,Asian,Spring 2025,Control
26-Mar,1 Entree + 2 Side,74,Asian,Spring 2025,Control
26-Mar,Bowl Ramen Chicken,52,Asian,Spring 2025,Control
26-Mar,2 Entrees + 2 Sides,16,Asian,Spring 2025,Control
26-Mar,Bowl Ramen Tofu,16,Asian,Spring 2025,Control
26-Mar,1 Wok Entree,14,Asian,Spring 2025,Control
26-Mar,Side Vegetarian Lo Mein,7,Asian,Spring 2025,Control
26-Mar,Side Vegetable Spring Rolls,6,Asian,Spring 2025,Control
26-Mar,Side White or Brown Rice,10,Asian,Spring 2025,Control
26-Mar,Side Vegetables,2,Asian,Spring 2025,Control
26-Mar,Side Vegetarian Fried Rice with,1,Asian,Spring 2025,Control
26-Mar,Create Your Pasta Bowl MEAT,103,Italian,Spring 2025,Control
26-Mar,Pizza with Toppings,31,Italian,Spring 2025,Control
26-Mar,Create Your Pasta Bowl VEG,20,Italian,Spring 2025,Control
26-Mar,Add Extra Meat,32,Italian,Spring 2025,Control
26-Mar,Pizza Cheese,14,Italian,Spring 2025,Control
26-Mar,Side Bread Pasta Station,1,Italian,Spring 2025,Control
26-Mar,Burrito Breakfast,85,Breakfast,Spring 2025,Control
26-Mar,Small French Omelet,61,Breakfast,Spring 2025,Control
26-Mar,Grand Slam Breakfast,11,Breakfast,Spring 2025,Control
26-Mar,Add Bacon,28,Breakfast,Spring 2025,Control
26-Mar,Two Eggs,18,Breakfast,Spring 2025,Control
26-Mar,Trillium Home Fries,2,Breakfast,Spring 2025,Control
26-Mar,Pancake Single,2,Breakfast,Spring 2025,Control
26-Mar,2 Slices Toast,2,Breakfast,Spring 2025,Control
26-Mar,PC Jelly,2,Breakfast,Spring 2025,Control
26-Mar,Toast,1,Breakfast,Spring 2025,Control
26-Mar,Burrito Bowl BYO,116,Mexican,Spring 2025,Control
26-Mar,Side Guacamole,1,Mexican,Spring 2025,Control
26-Mar,Side Salsa,1,Mexican,Spring 2025,Control
26-Mar,Soup 12 oz,49,Soup,Spring 2025,Control
26-Mar,8 oz Soup,41,Soup,Spring 2025,Control
26-Mar,LTO Spicy Chicken Sandwich,26,Grab N Go,Spring 2025,Control
26-Mar,Egg Cheese Bacon Breakfast Sandwich,22,Grab N Go,Spring 2025,Control
26-Mar,Egg Cheese Sausage Breakfast Sandwich,22,Grab N Go,Spring 2025,Control
26-Mar,Salad by the Pound,39,Salad Bar,Spring 2025,Control
26-Mar,Add Extra Protein $3.99,2,Salad Bar,Spring 2025,Control
27-Mar,Quesadilla Deluxe Trillium,166,Grill,Spring 2025,Control
27-Mar,Grilled Hamburger,99,Grill,Spring 2025,Control
27-Mar,Fried Chicken Tenders,85,Grill,Spring 2025,Control
27-Mar,Burrito Una Mano Trillium BYO,65,Grill,Spring 2025,Control
27-Mar,French Fries,130,Grill,Spring 2025,Control
27-Mar,Quesadilla Cheese,25,Grill,Spring 2025,Control
27-Mar,Sweet Potato Fries,33,Grill,Spring 2025,Control
27-Mar,Grilled Chicken Breast Sandwich,10,Grill,Spring 2025,Control
27-Mar,Seared Salmon Burger,10,Grill,Spring 2025,Control
27-Mar,Trillium Grill Impossible Burger,7,Grill,Spring 2025,Control
27-Mar,ADD Beef Patty,13,Grill,Spring 2025,Control
27-Mar,Side Potato Tots,16,Grill,Spring 2025,Control
27-Mar,Black Bean Burger,1,Grill,Spring 2025,Control
27-Mar,Add Sausage 2 Patty,3,Grill,Spring 2025,Control
27-Mar,ADD Chicken Breast,1,Grill,Spring 2025,Control
27-Mar,Add Egg $.99,3,Grill,Spring 2025,Control
27-Mar,ADD Cheese,1,Grill,Spring 2025,Control
27-Mar,1 Entree + 1 Side,167,Asian,Spring 2025,Control
27-Mar,1 Entree + 2 Side,74,Asian,Spring 2025,Control
27-Mar,Bowl Ramen Chicken,61,Asian,Spring 2025,Control
27-Mar,2 Entrees + 2 Sides,25,Asian,Spring 2025,Control
27-Mar,Bowl Ramen Tofu,20,Asian,Spring 2025,Control
27-Mar,Side Vegetarian Lo Mein,10,Asian,Spring 2025,Control
27-Mar,1 Wok Entree,5,Asian,Spring 2025,Control
27-Mar,Side Fried Spring Roll,4,Asian,Spring 2025,Control
27-Mar,Side White or Brown Rice,5,Asian,Spring 2025,Control
27-Mar,Side Vegetables,2,Asian,Spring 2025,Control
27-Mar,Side Vegetable Spring Rolls,2,Asian,Spring 2025,Control
27-Mar,Burrito Breakfast,95,Breakfast,Spring 2025,Control
27-Mar,Small French Omelet,52,Breakfast,Spring 2025,Control
27-Mar,Grand Slam Breakfast,17,Breakfast,Spring 2025,Control
27-Mar,Add Bacon,31,Breakfast,Spring 2025,Control
27-Mar,Two Eggs,15,Breakfast,Spring 2025,Control
27-Mar,Trillium Home Fries,4,Breakfast,Spring 2025,Control
27-Mar,Pancake Single,1,Breakfast,Spring 2025,Control
27-Mar,2 Slices Toast,2,Breakfast,Spring 2025,Control
27-Mar,PC Peanut Butter,1,Breakfast,Spring 2025,Control
27-Mar,Create Your Pasta Bowl MEAT,74,Italian,Spring 2025,Control
27-Mar,Create Your Pasta Bowl VEG,27,Italian,Spring 2025,Control
27-Mar,Pizza with Toppings,32,Italian,Spring 2025,Control
27-Mar,Pizza Cheese,16,Italian,Spring 2025,Control
27-Mar,Add Extra Meat,22,Italian,Spring 2025,Control
27-Mar,Side Bread Pasta Station,1,Italian,Spring 2025,Control
27-Mar,Burrito Bowl BYO,84,Mexican,Spring 2025,Control
27-Mar,Single Taco,2,Mexican,Spring 2025,Control
27-Mar,Side Guacamole,4,Mexican,Spring 2025,Control
27-Mar,Side Salsa,3,Mexican,Spring 2025,Control
27-Mar,Side Sour Cream,2,Mexican,Spring 2025,Control
27-Mar,LTO Spicy Chicken Sandwich,30,Grab N Go,Spring 2025,Control
27-Mar,Egg Cheese Bacon Breakfast Sandwich,13,Grab N Go,Spring 2025,Control
27-Mar,LTO Meatball Sub,8,Grab N Go,Spring 2025,Control
27-Mar,Egg Cheese Sausage Breakfast Sandwich,10,Grab N Go,Spring 2025,Control
27-Mar,Soup 12 oz,40,Soup,Spring 2025,Control
27-Mar,8 oz Soup,29,Soup,Spring 2025,Control
27-Mar,Salad by the Pound,39,Salad Bar,Spring 2025,Control
27-Mar,Add Extra Protein $3.99,1,Salad Bar,Spring 2025,Control
28-Mar,Quesadilla Deluxe Trillium,77,Grill,Spring 2025,Control
28-Mar,Grilled Hamburger,29,Grill,Spring 2025,Control
28-Mar,Burrito Una Mano Trillium BYO,26,Grill,Spring 2025,Control
28-Mar,Fried Chicken Tenders,24,Grill,Spring 2025,Control
28-Mar,French Fries,52,Grill,Spring 2025,Control
28-Mar,Quesadilla Cheese,13,Grill,Spring 2025,Control
28-Mar,Grilled Chicken Breast Sandwich,8,Grill,Spring 2025,Control
28-Mar,Black Bean Burger,5,Grill,Spring 2025,Control
28-Mar,Seared Salmon Burger,5,Grill,Spring 2025,Control
28-Mar,Sweet Potato Fries,14,Grill,Spring 2025,Control
28-Mar,Trillium Grill Impossible Burger,3,Grill,Spring 2025,Control
28-Mar,Side Potato Tots,7,Grill,Spring 2025,Control
28-Mar,ADD Beef Patty,4,Grill,Spring 2025,Control
28-Mar,ADD Chicken Breast,3,Grill,Spring 2025,Control
28-Mar,Add Sausage 2 Patty,2,Grill,Spring 2025,Control
28-Mar,Add Egg $.99,1,Grill,Spring 2025,Control
28-Mar,1 Entree + 1 Side,62,Asian,Spring 2025,Control
28-Mar,Bowl Ramen Chicken,32,Asian,Spring 2025,Control
28-Mar,1 Entree + 2 Side,26,Asian,Spring 2025,Control
28-Mar,2 Entrees + 2 Sides,13,Asian,Spring 2025,Control
28-Mar,Bowl Ramen Tofu,6,Asian,Spring 2025,Control
28-Mar,Bowl Ramen Pork,1,Asian,Spring 2025,Control
28-Mar,Side Vegetarian Lo Mein,2,Asian,Spring 2025,Control
28-Mar,1 Wok Entree,1,Asian,Spring 2025,Control
28-Mar,Side White or Brown Rice,2,Asian,Spring 2025,Control
28-Mar,Side Fried Spring Roll,1,Asian,Spring 2025,Control
28-Mar,Burrito Breakfast,65,Breakfast,Spring 2025,Control
28-Mar,Small French Omelet,37,Breakfast,Spring 2025,Control
28-Mar,Grand Slam Breakfast,5,Breakfast,Spring 2025,Control
28-Mar,Add Bacon,11,Breakfast,Spring 2025,Control
28-Mar,Trillium Home Fries,4,Breakfast,Spring 2025,Control
28-Mar,Two Eggs,6,Breakfast,Spring 2025,Control
28-Mar,Pancake Single,4,Breakfast,Spring 2025,Control
28-Mar,2 Slices Toast,1,Breakfast,Spring 2025,Control
28-Mar,Create Your Pasta Bowl MEAT,34,Italian,Spring 2025,Control
28-Mar,Pizza with Toppings,19,Italian,Spring 2025,Control
28-Mar,Create Your Pasta Bowl VEG,10,Italian,Spring 2025,Control
28-Mar,Pizza Cheese,10,Italian,Spring 2025,Control
28-Mar,Add Extra Meat,7,Italian,Spring 2025,Control
28-Mar,Side Bread Pasta Station,2,Italian,Spring 2025,Control
28-Mar,Burrito Bowl BYO,36,Mexican,Spring 2025,Control
28-Mar,Single Taco,5,Mexican,Spring 2025,Control
28-Mar,8 oz Soup,23,Soup,Spring 2025,Control
28-Mar,Soup 12 oz,18,Soup,Spring 2025,Control
28-Mar,LTO Spicy Chicken Sandwich,12,Grab N Go,Spring 2025,Control
28-Mar,LTO Meatball Sub,10,Grab N Go,Spring 2025,Control
28-Mar,Salad by the Pound,15,Salad Bar,Spring 2025,Control
28-Mar,Add Extra Protein $3.99,4,Salad Bar,Spring 2025,Control
7-Apr,Quesadilla Deluxe Trillium,142,Grill,Spring 2025,Control
7-Apr,Grilled Hamburger,77,Grill,Spring 2025,Control
7-Apr,Fried Chicken Tenders,57,Grill,Spring 2025,Control
7-Apr,Burrito Una Mano Trillium BYO,42,Grill,Spring 2025,Control
7-Apr,French Fries,89,Grill,Spring 2025,Control
7-Apr,Quesadilla Cheese,19,Grill,Spring 2025,Control
7-Apr,Grilled Chicken Breast Sandwich,17,Grill,Spring 2025,Control
7-Apr,Sweet Potato Fries,27,Grill,Spring 2025,Control
7-Apr,ADD Beef Patty,13,Grill,Spring 2025,Control
7-Apr,Black Bean Burger,4,Grill,Spring 2025,Control
7-Apr,Seared Salmon Burger,4,Grill,Spring 2025,Control
7-Apr,Trillium Grill Impossible Burger,3,Grill,Spring 2025,Control
7-Apr,Side Potato Tots,8,Grill,Spring 2025,Control
7-Apr,ADD Chicken Breast,2,Grill,Spring 2025,Control
7-Apr,Add Sausage 2 Patty,2,Grill,Spring 2025,Control
7-Apr,Add Egg $.99,2,Grill,Spring 2025,Control
7-Apr,ADD Cheese,2,Grill,Spring 2025,Control
7-Apr,1 Entree + 1 Side,152,Asian,Spring 2025,Control
7-Apr,1 Entree + 2 Side,62,Asian,Spring 2025,Control
7-Apr,Bowl Ramen Chicken,50,Asian,Spring 2025,Control
7-Apr,2 Entrees + 2 Sides,17,Asian,Spring 2025,Control
7-Apr,Bowl Ramen Tofu,17,Asian,Spring 2025,Control
7-Apr,1 Wok Entree,6,Asian,Spring 2025,Control
7-Apr,Side Vegetarian Lo Mein,7,Asian,Spring 2025,Control
7-Apr,Side White or Brown Rice,8,Asian,Spring 2025,Control
7-Apr,Bowl Ramen Pork,1,Asian,Spring 2025,Control
7-Apr,Side Vegetable Spring Rolls,1,Asian,Spring 2025,Control
7-Apr,Create Your Pasta Bowl MEAT,93,Italian,Spring 2025,Control
7-Apr,Create Your Pasta Bowl VEG,21,Italian,Spring 2025,Control
7-Apr,Pizza with Toppings,22,Italian,Spring 2025,Control
7-Apr,Add Extra Meat,33,Italian,Spring 2025,Control
7-Apr,Pizza Cheese,16,Italian,Spring 2025,Control
7-Apr,Burrito Breakfast,93,Breakfast,Spring 2025,Control
7-Apr,Small French Omelet,47,Breakfast,Spring 2025,Control
7-Apr,Grand Slam Breakfast,12,Breakfast,Spring 2025,Control
7-Apr,Add Bacon,28,Breakfast,Spring 2025,Control
7-Apr,Two Eggs,18,Breakfast,Spring 2025,Control
7-Apr,Trillium Home Fries,7,Breakfast,Spring 2025,Control
7-Apr,2 Slices Toast,2,Breakfast,Spring 2025,Control
7-Apr,Toast,2,Breakfast,Spring 2025,Control
7-Apr,Burrito Bowl BYO,105,Mexican,Spring 2025,Control
7-Apr,Side Guacamole,5,Mexican,Spring 2025,Control
7-Apr,Single Taco,1,Mexican,Spring 2025,Control
7-Apr,Side Salsa,1,Mexican,Spring 2025,Control
7-Apr,Side Sour Cream,1,Mexican,Spring 2025,Control
7-Apr,Salad by the Pound,51,Salad Bar,Spring 2025,Control
7-Apr,Add Extra Protein $3.99,1,Salad Bar,Spring 2025,Control
7-Apr,LTO Spicy Chicken Sandwich,25,Grab N Go,Spring 2025,Control
7-Apr,Egg Cheese Sausage Breakfast Sandwich,18,Grab N Go,Spring 2025,Control
7-Apr,Egg Cheese Bacon Breakfast Sandwich,13,Grab N Go,Spring 2025,Control
7-Apr,Soup 12 oz,31,Soup,Spring 2025,Control
7-Apr,8 oz Soup,32,Soup,Spring 2025,Control
8-Apr,Quesadilla Deluxe Trillium,176,Grill,Spring 2025,Control
8-Apr,Grilled Hamburger,113,Grill,Spring 2025,Control
8-Apr,Fried Chicken Tenders,105,Grill,Spring 2025,Control
8-Apr,Burrito Una Mano Trillium BYO,70,Grill,Spring 2025,Control
8-Apr,French Fries,124,Grill,Spring 2025,Control
8-Apr,Grilled Chicken Breast Sandwich,28,Grill,Spring 2025,Control
8-Apr,Quesadilla Cheese,22,Grill,Spring 2025,Control
8-Apr,Trillium Grill Impossible Burger,13,Grill,Spring 2025,Control
8-Apr,Sweet Potato Fries,40,Grill,Spring 2025,Control
8-Apr,Seared Salmon Burger,11,Grill,Spring 2025,Control
8-Apr,ADD Beef Patty,15,Grill,Spring 2025,Control
8-Apr,Side Potato Tots,10,Grill,Spring 2025,Control
8-Apr,Black Bean Burger,2,Grill,Spring 2025,Control
8-Apr,Add Egg $.99,8,Grill,Spring 2025,Control
8-Apr,Add Sausage 2 Patty,2,Grill,Spring 2025,Control
8-Apr,ADD Chicken Breast,1,Grill,Spring 2025,Control
8-Apr,ADD Cheese,3,Grill,Spring 2025,Control
8-Apr,1 Entree + 1 Side,193,Asian,Spring 2025,Control
8-Apr,Bowl Ramen Chicken,84,Asian,Spring 2025,Control
8-Apr,1 Entree + 2 Side,62,Asian,Spring 2025,Control
8-Apr,2 Entrees + 2 Sides,45,Asian,Spring 2025,Control
8-Apr,Bowl Ramen Tofu,21,Asian,Spring 2025,Control
8-Apr,1 Wok Entree,8,Asian,Spring 2025,Control
8-Apr,Side Vegetarian Lo Mein,8,Asian,Spring 2025,Control
8-Apr,Side White or Brown Rice,7,Asian,Spring 2025,Control
8-Apr,Side Vegetable Spring Rolls,3,Asian,Spring 2025,Control
8-Apr,Side Vegetarian Fried Rice with,2,Asian,Spring 2025,Control
8-Apr,Side Vegetables,1,Asian,Spring 2025,Control
8-Apr,Burrito Breakfast,96,Breakfast,Spring 2025,Control
8-Apr,Small French Omelet,77,Breakfast,Spring 2025,Control
8-Apr,Grand Slam Breakfast,23,Breakfast,Spring 2025,Control
8-Apr,Add Bacon,34,Breakfast,Spring 2025,Control
8-Apr,Two Eggs,15,Breakfast,Spring 2025,Control
8-Apr,Trillium Home Fries,5,Breakfast,Spring 2025,Control
8-Apr,2 Slices Toast,7,Breakfast,Spring 2025,Control
8-Apr,Pancake Single,1,Breakfast,Spring 2025,Control
8-Apr,Toast,1,Breakfast,Spring 2025,Control
8-Apr,PC Butter,1,Breakfast,Spring 2025,Control
8-Apr,PC Jelly,1,Breakfast,Spring 2025,Control
8-Apr,PC Peanut Butter,1,Breakfast,Spring 2025,Control
8-Apr,Create Your Pasta Bowl MEAT,108,Italian,Spring 2025,Control
8-Apr,Create Your Pasta Bowl VEG,29,Italian,Spring 2025,Control
8-Apr,Pizza with Toppings,32,Italian,Spring 2025,Control
8-Apr,Add Extra Meat,29,Italian,Spring 2025,Control
8-Apr,Pizza Cheese,17,Italian,Spring 2025,Control
8-Apr,Side Bread Pasta Station,1,Italian,Spring 2025,Control
8-Apr,Burrito Bowl BYO,127,Mexican,Spring 2025,Control
8-Apr,Single Taco,8,Mexican,Spring 2025,Control
8-Apr,Side Guacamole,3,Mexican,Spring 2025,Control
8-Apr,Side Salsa,4,Mexican,Spring 2025,Control
8-Apr,Add Extra Toppings Una Mano,1,Mexican,Spring 2025,Control
8-Apr,LTO Spicy Chicken Sandwich,35,Grab N Go,Spring 2025,Control
8-Apr,Egg Cheese Sausage Breakfast Sandwich,28,Grab N Go,Spring 2025,Control
8-Apr,LTO Meatball Sub,14,Grab N Go,Spring 2025,Control
8-Apr,Egg Cheese Bacon Breakfast Sandwich,19,Grab N Go,Spring 2025,Control
8-Apr,Salad by the Pound,65,Salad Bar,Spring 2025,Control
8-Apr,Add Extra Protein $3.99,2,Salad Bar,Spring 2025,Control
8-Apr,Soup 12 oz,65,Soup,Spring 2025,Control
8-Apr,8 oz Soup,37,Soup,Spring 2025,Control
8-Apr,LTO Sandwich,3,Deli,Spring 2025,Control
9-Apr,Quesadilla Deluxe Trillium,181,Grill,Spring 2025,Control
9-Apr,Grilled Hamburger,89,Grill,Spring 2025,Control
9-Apr,Fried Chicken Tenders,80,Grill,Spring 2025,Control
9-Apr,Burrito Una Mano Trillium BYO,59,Grill,Spring 2025,Control
9-Apr,French Fries,117,Grill,Spring 2025,Control
9-Apr,Grilled Chicken Breast Sandwich,30,Grill,Spring 2025,Control
9-Apr,Quesadilla Cheese,20,Grill,Spring 2025,Control
9-Apr,Sweet Potato Fries,35,Grill,Spring 2025,Control
9-Apr,Seared Salmon Burger,10,Grill,Spring 2025,Control
9-Apr,Trillium Grill Impossible Burger,6,Grill,Spring 2025,Control
9-Apr,ADD Beef Patty,14,Grill,Spring 2025,Control
9-Apr,Side Potato Tots,11,Grill,Spring 2025,Control
9-Apr,ADD Chicken Breast,3,Grill,Spring 2025,Control
9-Apr,Black Bean Burger,1,Grill,Spring 2025,Control
9-Apr,Add Egg $.99,3,Grill,Spring 2025,Control
9-Apr,ADD Cheese,2,Grill,Spring 2025,Control
9-Apr,1 Entree + 1 Side,186,Asian,Spring 2025,Control
9-Apr,1 Entree + 2 Side,84,Asian,Spring 2025,Control
9-Apr,Bowl Ramen Chicken,69,Asian,Spring 2025,Control
9-Apr,2 Entrees + 2 Sides,18,Asian,Spring 2025,Control
9-Apr,Bowl Ramen Tofu,14,Asian,Spring 2025,Control
9-Apr,1 Wok Entree,17,Asian,Spring 2025,Control
9-Apr,Side Vegetarian Lo Mein,9,Asian,Spring 2025,Control
9-Apr,Side White or Brown Rice,7,Asian,Spring 2025,Control
9-Apr,Side Vegetable Spring Rolls,2,Asian,Spring 2025,Control
9-Apr,Side Fried Spring Roll,1,Asian,Spring 2025,Control
9-Apr,Side Vegetables,1,Asian,Spring 2025,Control
9-Apr,Side Vegetarian Fried Rice with,1,Asian,Spring 2025,Control
9-Apr,Create Your Pasta Bowl MEAT,125,Italian,Spring 2025,Control
9-Apr,Create Your Pasta Bowl VEG,23,Italian,Spring 2025,Control
9-Apr,Pizza with Toppings,23,Italian,Spring 2025,Control
9-Apr,Pizza Cheese,16,Italian,Spring 2025,Control
9-Apr,Add Extra Meat,23,Italian,Spring 2025,Control
9-Apr,Burrito Breakfast,87,Breakfast,Spring 2025,Control
9-Apr,Small French Omelet,65,Breakfast,Spring 2025,Control
9-Apr,Grand Slam Breakfast,14,Breakfast,Spring 2025,Control
9-Apr,Add Bacon,24,Breakfast,Spring 2025,Control
9-Apr,Two Eggs,16,Breakfast,Spring 2025,Control
9-Apr,Trillium Home Fries,6,Breakfast,Spring 2025,Control
9-Apr,Pancake Single,2,Breakfast,Spring 2025,Control
9-Apr,PC Peanut Butter,1,Breakfast,Spring 2025,Control
9-Apr,Burrito Bowl BYO,111,Mexican,Spring 2025,Control
9-Apr,Side Guacamole,6,Mexican,Spring 2025,Control
9-Apr,Side Salsa,1,Mexican,Spring 2025,Control
9-Apr,Side Sour Cream,1,Mexican,Spring 2025,Control
9-Apr,Salad by the Pound,68,Salad Bar,Spring 2025,Control
9-Apr,Add Extra Protein $3.99,2,Salad Bar,Spring 2025,Control
9-Apr,Soup 12 oz,47,Soup,Spring 2025,Control
9-Apr,8 oz Soup,51,Soup,Spring 2025,Control
9-Apr,LTO Spicy Chicken Sandwich,34,Grab N Go,Spring 2025,Control
