date,time,count,menu_condition
10-Apr,11:30 AM,172,Control
10-Apr,11:45 AM,130,Control
10-Apr,12:00 PM,123,Control
10-Apr,12:15 PM,99,Control
10-Apr,12:30 PM,68,Control
10-Apr,12:45 PM,84,Control
10-Apr,1:00 PM,194,Control
10-Apr,1:15 PM,112,Control
10-Apr,1:30 PM,57,Control
10-Apr,1:45 PM,30,Control
10-Apr,2:00 PM,30,Control
10-Apr,2:15 PM,81,Control
10-Apr,2:30 PM,41,Control
10-Apr,2:45 PM,56,Control
10-Apr,3:00 PM,11,Control
10-Apr,3:15 PM,1,Control
10-Apr,8:00 AM,13,Control
10-Apr,8:15 AM,31,Control
10-Apr,8:30 AM,24,Control
10-Apr,8:45 AM,36,Control
10-Apr,9:00 AM,31,Control
10-Apr,9:15 AM,35,Control
10-Apr,9:30 AM,30,Control
10-Apr,9:45 AM,43,Control
11-Apr,10:00 AM,41,Control
11-Apr,10:15 AM,28,Control
11-Apr,10:30 AM,8,Control
11-Apr,10:45 AM,12,Control
11-Apr,11:00 AM,96,Control
11-Apr,11:15 AM,63,Control
11-Apr,11:30 AM,60,Control
11-Apr,11:45 AM,56,Control
11-Apr,12:00 PM,97,Control
11-Apr,12:15 PM,104,Control
11-Apr,12:30 PM,94,Control
11-Apr,12:45 PM,57,Control
11-Apr,1:00 PM,77,Control
11-Apr,1:15 PM,86,Control
11-Apr,1:30 PM,42,Control
11-Apr,1:45 PM,41,Control
11-Apr,2:00 PM,5,Control
11-Apr,7:30 AM,1,Control
11-Apr,8:00 AM,8,Control
11-Apr,8:15 AM,7,Control
11-Apr,8:30 AM,9,Control
11-Apr,8:45 AM,21,Control
11-Apr,9:00 AM,15,Control
11-Apr,9:15 AM,21,Control
11-Apr,9:30 AM,16,Control
11-Apr,9:45 AM,17,Control
14-Apr,10:00 AM,41,Control
14-Apr,10:15 AM,23,Control
14-Apr,10:30 AM,4,Control
14-Apr,10:45 AM,15,Control
14-Apr,11:00 AM,108,Control
14-Apr,11:15 AM,98,Control
14-Apr,11:30 AM,100,Control
14-Apr,11:45 AM,78,Control
14-Apr,12:00 PM,94,Control
14-Apr,12:15 PM,147,Control
14-Apr,12:30 PM,73,Control
14-Apr,12:45 PM,83,Control
14-Apr,1:00 PM,165,Control
14-Apr,1:15 PM,132,Control
14-Apr,1:30 PM,59,Control
14-Apr,1:45 PM,47,Control
14-Apr,2:00 PM,42,Control
14-Apr,2:15 PM,53,Control
14-Apr,2:30 PM,39,Control
14-Apr,2:45 PM,51,Control
14-Apr,3:00 PM,3,Control
14-Apr,8:00 AM,8,Control
14-Apr,8:15 AM,12,Control
14-Apr,8:30 AM,16,Control
14-Apr,8:45 AM,25,Control
14-Apr,9:00 AM,37,Control
14-Apr,9:15 AM,33,Control
14-Apr,9:30 AM,11,Control
14-Apr,9:45 AM,29,Control
15-Apr,10:00 AM,52,Control
15-Apr,10:15 AM,32,Control
15-Apr,10:30 AM,10,Control
15-Apr,10:45 AM,18,Control
15-Apr,11:00 AM,75,Control
15-Apr,11:15 AM,98,Control
15-Apr,11:30 AM,176,Control
15-Apr,11:45 AM,91,Control
15-Apr,12:00 PM,104,Control
15-Apr,12:15 PM,120,Control
15-Apr,12:30 PM,101,Control
15-Apr,12:45 PM,112,Control
15-Apr,1:00 PM,188,Control
15-Apr,1:15 PM,141,Control
15-Apr,1:30 PM,79,Control
15-Apr,1:45 PM,43,Control
15-Apr,2:00 PM,44,Control
15-Apr,2:15 PM,66,Control
15-Apr,2:30 PM,46,Control
15-Apr,2:45 PM,61,Control
15-Apr,3:00 PM,4,Control
15-Apr,7:45 AM,2,Control
15-Apr,8:00 AM,16,Control
15-Apr,8:15 AM,23,Control
15-Apr,8:30 AM,24,Control
15-Apr,8:45 AM,24,Control
15-Apr,9:00 AM,28,Control
15-Apr,9:15 AM,16,Control
15-Apr,9:30 AM,13,Control
15-Apr,9:45 AM,34,Control
16-Apr,10:00 AM,37,Control
16-Apr,10:15 AM,31,Control
16-Apr,10:30 AM,4,Control
16-Apr,10:45 AM,8,Control
16-Apr,11:00 AM,99,Control
16-Apr,11:15 AM,122,Control
16-Apr,11:30 AM,132,Control
16-Apr,11:45 AM,73,Control
16-Apr,12:00 PM,106,Control
16-Apr,12:15 PM,151,Control
16-Apr,12:30 PM,69,Control
16-Apr,12:45 PM,82,Control
16-Apr,1:00 PM,147,Control
16-Apr,1:15 PM,105,Control
16-Apr,1:30 PM,66,Control
16-Apr,1:45 PM,36,Control
16-Apr,2:00 PM,41,Control
16-Apr,2:15 PM,44,Control
16-Apr,2:30 PM,40,Control
16-Apr,2:45 PM,41,Control
16-Apr,3:00 PM,5,Control
16-Apr,8:00 AM,21,Control
16-Apr,8:15 AM,24,Control
16-Apr,8:30 AM,21,Control
16-Apr,8:45 AM,39,Control
16-Apr,9:00 AM,29,Control
16-Apr,9:15 AM,25,Control
16-Apr,9:30 AM,21,Control
16-Apr,9:45 AM,18,Control
17-Apr,10:00 AM,48,Control
17-Apr,10:15 AM,12,Control
17-Apr,10:30 AM,7,Control
17-Apr,10:45 AM,14,Control
17-Apr,11:00 AM,78,Control
17-Apr,11:15 AM,55,Control
17-Apr,11:30 AM,164,Control
17-Apr,11:45 AM,107,Control
17-Apr,12:00 PM,111,Control
17-Apr,12:15 PM,89,Control
17-Apr,12:30 PM,88,Control
17-Apr,12:45 PM,96,Control
17-Apr,1:00 PM,219,Control
17-Apr,1:15 PM,129,Control
17-Apr,1:30 PM,46,Control
17-Apr,1:45 PM,46,Control
17-Apr,2:00 PM,52,Control
17-Apr,2:15 PM,84,Control
17-Apr,2:30 PM,49,Control
17-Apr,2:45 PM,59,Control
17-Apr,3:00 PM,15,Control
17-Apr,7:30 AM,2,Control
17-Apr,8:00 AM,10,Control
17-Apr,8:15 AM,23,Control
17-Apr,8:30 AM,32,Control
17-Apr,8:45 AM,35,Control
17-Apr,9:00 AM,35,Control
17-Apr,9:15 AM,22,Control
17-Apr,9:30 AM,20,Control
17-Apr,9:45 AM,26,Control
18-Apr,10:00 AM,28,Control
18-Apr,10:15 AM,28,Control
18-Apr,10:30 AM,10,Control
18-Apr,10:45 AM,7,Control
18-Apr,11:00 AM,94,Control
18-Apr,11:15 AM,53,Control
18-Apr,11:30 AM,47,Control
18-Apr,11:45 AM,54,Control
18-Apr,12:00 PM,118,Control
18-Apr,12:15 PM,142,Control
18-Apr,12:30 PM,88,Control
18-Apr,12:45 PM,61,Control
18-Apr,1:00 PM,49,Control
18-Apr,1:15 PM,87,Control
18-Apr,1:30 PM,50,Control
18-Apr,1:45 PM,21,Control
18-Apr,2:00 PM,10,Control
18-Apr,8:00 AM,2,Control
18-Apr,8:15 AM,10,Control
18-Apr,8:30 AM,13,Control
18-Apr,8:45 AM,23,Control
18-Apr,9:00 AM,24,Control
18-Apr,9:15 AM,12,Control
18-Apr,9:30 AM,19,Control
18-Apr,9:45 AM,26,Control
